Ano Letivo;RA;Fase;Turma;Nome;Idade;Gênero;Ano ingresso;Instituição de ensino;Pedra;INDE;Nº Av;IAA;IEG;IPS;IDA;IPV;IAN;IPP;Mat;Por;Ing;Fase Ideal;Defasagem;Destaque IEG;Destaque IDA;Destaque IPV;Atingiu PV;REC AV
2024;RA-1089;3;3D;Aluno-1089;12;Feminino;2023;Pública;Ametista;7,6;4;9,2;7;8,1;6,8;7;10;7,2;6;6;8,5;Fase 3 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-1039;2;2I;Aluno-1039;13;Masculino;2023;Pública;Ametista;7,5;3;8;9,7;7,5;7,2;6,8;5;7,5;8;6,5;7,1;Fase 3 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-1038;2;2I;Aluno-1038;11;Feminino;2023;Pública;Ametista;8;3;8;7,5;7,5;8,5;7,3;10;7,5;10;7;8,5;Fase 2 ;0;Boa entrega;Boas notas;Integra-se mais;Não;Promovido fase
2024;RA-1090;3;3D;Aluno-1090;14;Masculino;2023;Pública;Ametista;7,8;4;9,6;7,6;7,5;6,3;7,4;10;7,8;3,5;7,5;8;Fase 3 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-1040;2;2I;Aluno-1040;12;Masculino;2023;Pública;Ametista;7,8;3;9,5;8,5;7,5;8,2;7,3;5;7,5;8;8,5;8,1;Fase 3 ;-1;Boa entrega;Boas notas;Integra-se mais;Não;Promovido fase
2024;RA-1221;8;8F;Aluno-1221;23;Feminino;2023;Concluiu o 3º EM;Quartzo;4,2;0;6,4;0;0;7;4,7;10;2,5;7;7;10;Fase 8 ;0;Melhorar entrega;Boas notas;Integra-se mais;Não;Manter fase atual
2024;RA-1141;3;3L;Aluno-1141;13;Feminino;2023;Pública;Agata;6,8;4;9,6;6,2;7,5;4,2;6,8;10;6,6;5;4,5;3;Fase 3 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-1154;3;3G;Aluno-1154;14;Masculino;2023;Pública;Ametista;7,6;4;7,9;9,2;7,5;8;6,7;5;7,3;7;7;10;Fase 4 ;-1;Boa entrega;Boas notas;Integra-se mais;Não;Promovido fase
2024;RA-1034;2;2B;Aluno-1034;11;Masculino;2023;Pública;Topázio;8;3;7,5;8,1;7,5;7,5;8,2;10;7,7;7,5;7,5;7,5;Fase 2 ;0;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2024;RA-1142;3;3P;Aluno-1142;12;Feminino;2023;Pública;Topázio;8,4;4;8,3;9,1;7,5;8,5;7,3;10;8,1;10;8;7,5;Fase 3 ;0;Boa entrega;Boas notas;Integra-se mais;Não;Promovido com bolsa
2024;RA-1201;5;5N;Aluno-1201;16;Masculino;2023;Pública;Topázio;8,4;3;8,8;9,5;7,5;9;8,6;5;8,3;9;8;10;Fase 6 ;-1;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2024;RA-1096;3;3B;Aluno-1096;11;Feminino;2023;Pública;Topázio;9,2;4;9,2;9,9;8,8;8,5;9,1;10;9,1;8,5;7;10;Fase 2 ;1;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2024;RA-1102;3;3H;Aluno-1102;12;Masculino;2023;Pública;Topázio;8,4;5;8,8;9,4;8,1;9,3;7,1;10;5,9;10;8;10;Fase 2 ;1;Boa entrega;Boas notas;Integra-se mais;Não;Promovido com bolsa
2024;RA-1140;2;2P;Aluno-1140;12;Feminino;2023;Pública;Ametista;7,3;3;6,8;6,1;7,5;7;7,4;10;8,1;4,5;9,5;7;Fase 2 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-1147;3;3B;Aluno-1147;15;Feminino;2023;Pública;Quartzo;5,8;4;8,8;6,1;8,8;3,2;5,5;5;6,2;2;5;2,5;Fase 4 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-1015;2;2B;Aluno-1015;11;Feminino;2023;Pública;Agata;6,6;3;7,9;7,8;7,5;4;5,7;10;6;2;6;4;Fase 2 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-1200;5;5N;Aluno-1200;16;Feminino;2023;Pública;Quartzo;5,6;3;7,9;7,1;6,3;1,5;6,3;5;7,5;0;4,5;0;Fase 6 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-1454;2;2A;Aluno-1454;10;Feminino;2023;Pública;Ametista;7,7;3;8;5,9;7,5;7,8;8,3;10;7,7;7,5;8;7,9;Fase 2 ;0;Melhorar entrega;Boas notas;Boa integração;Não;Promovido fase
2024;RA-1066;2;2L;Aluno-1066;11;Feminino;2023;Pública;Ametista;7,9;3;9,5;8,4;6,3;7,2;7,4;10;7,5;7;7,5;7,1;Fase 2 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-1079;3;3B;Aluno-1079;13;Masculino;2023;Pública;Quartzo;5,4;4;7,5;4,5;2,5;6,3;4,2;10;4,2;5;7,5;6,5;Fase 3 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2024;RA-1082;2;2A;Aluno-1082;13;Feminino;2023;Pública;Agata;6,6;3;7,5;7,6;10;3,8;6,9;5;7,1;2;5,5;3,9;Fase 3 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-1048;2;2A;Aluno-1048;11;Feminino;2023;Privada;Ametista;7,5;3;8,5;6,8;6,3;6,2;8,3;10;7,7;6,5;6;6,1;Fase 1 ;1;Melhorar entrega;Empenhar mais;Boa integração;Não;Promovido fase
2024;RA-1170;3;3P;Aluno-1170;15;Masculino;2023;Pública;Agata;6,1;4;9,2;5,6;8,1;3,5;6,7;5;7;1;2,5;7;Fase 5 ;-2;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-1099;3;3G;Aluno-1099;14;Feminino;2023;Pública;Ametista;7,3;4;8,3;8,1;10;3,8;6,6;10;7,8;2,5;3,5;5,5;Fase 3 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-1027;2;2B;Aluno-1027;11;Feminino;2023;Pública;Topázio;8,2;3;9,5;10;7,5;5,2;8,4;10;7,9;6;4,5;5,1;Fase 2 ;0;Boa entrega;Empenhar mais;Boa integração;Sim;Promovido com bolsa
2024;RA-1065;2;2N;Aluno-1065;11;Feminino;2023;Pública;Topázio;8,9;3;9,5;8,8;6,3;9,2;8,8;10;9,1;9;9,5;9,1;Fase 2 ;0;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2024;RA-1100;3;3G;Aluno-1100;12;Masculino;2023;Pública;Agata;6,6;4;7,5;7,1;7,5;4,7;5,6;10;6,7;4;4;6;Fase 2 ;1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-1203;6;6L;Aluno-1203;17;Feminino;2023;Privada - Programa de Apadrinhamento;Topázio;8,9;5;9,2;9,6;7,5;9;8,6;10;8,4;8,5;9;9,5;Fase 6 ;0;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2024;RA-1172;5;5A;Aluno-1172;17;Feminino;2023;Pública;Quartzo;5,7;5;7,5;6,1;6,3;3,3;6,2;5;7,2;0;5;5;Fase 6 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-1163;4;4M;Aluno-1163;15;Masculino;2023;Pública;Topázio;8,7;4;8,3;9,8;7,5;7,8;8,8;10;8,1;9,5;6,5;7,5;Fase 4 ;0;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2024;RA-1107;3;3G;Aluno-1107;13;Feminino;2023;Pública;Quartzo;6;4;8,8;6,2;2,5;2,5;6,8;10;7,5;1;3,5;3;Fase 3 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-1081;4;4C;Aluno-1081;15;Feminino;2023;Privada - Programa de Apadrinhamento;Topázio;8,5;3;6,7;9,5;5;8,8;9;10;9,2;9,5;8;9;Fase 4 ;0;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2024;RA-1023;2;2B;Aluno-1023;10;Feminino;2023;Pública;Topázio;9,5;3;9,5;9,5;9,4;9,5;9,6;10;9;9;10;9,5;Fase 2 ;0;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2024;RA-1151;4;4C;Aluno-1151;13;Feminino;2023;Pública;Topázio;8,7;3;7,5;9,7;5,6;9;9,4;10;8,1;9;8;10;Fase 3 ;1;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2024;RA-1063;2;2N;Aluno-1063;12;Masculino;2023;Pública;Ametista;7,3;3;5,2;9,8;7,5;7,8;6,1;5;7,8;9;6,5;7,9;Fase 3 ;-1;Boa entrega;Boas notas;Integra-se mais;Não;Promovido fase
2024;RA-1150;4;4C;Aluno-1150;17;Masculino;2023;Pública;Ametista;7,1;3;8,3;6,5;7,5;6,8;7,9;5;7,7;4;6,5;10;Fase 6 ;-2;Melhorar entrega;Empenhar mais;Boa integração;Não;Promovido fase
2024;RA-1162;4;4M;Aluno-1162;14;Feminino;2023;Pública;Ametista;7,5;4;7,9;9,1;6,3;5,7;7;10;6,9;4;7,5;5,5;Fase 4 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-1017;2;2C;Aluno-1017;12;Masculino;2023;Pública;Ametista;7,3;3;9,5;7,8;6,3;5;7,4;10;7,2;2,5;7,5;5;Fase 2 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
