Ano Letivo;RA;Fase;Turma;Nome;Idade;Gênero;Ano ingresso;Instituição de ensino;Pedra;INDE;Nº Av;IAA;IEG;IPS;IDA;IPV;IAN;IPP;Mat;Por;Ing;Fase Ideal;Defasagem;Destaque IEG;Destaque IDA;Destaque IPV;Atingiu PV;REC AV
2024;RA-730;2;2I;Aluno-730;11;Feminino;2021;Pública;Topázio;8,5;3;8;7,2;6,9;9,5;8,7;10;9,2;10;9;9,5;Fase 2 ;0;Melhorar entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2024;RA-581;2;2H;Aluno-581;12;Masculino;2021;Pública;Ametista;7,1;4;7,4;8,2;5,6;8,8;6,2;5;6,6;8;9,5;8,9;Fase 3 ;-1;Boa entrega;Boas notas;Integra-se mais;Não;Promovido fase
2024;RA-788;2;2N;Aluno-788;10;Masculino;2021;Privada - Programa de Apadrinhamento;Ametista;7,9;3;8,4;9,5;6,3;5,8;7,8;10;8,4;4;7,5;5,9;Fase 2 ;0;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2024;RA-580;2;2H;Aluno-580;12;Feminino;2021;Pública;Ametista;7,9;4;9;8,9;7,5;9,2;7,2;5;7;10;8,5;9,1;Fase 3 ;-1;Boa entrega;Boas notas;Integra-se mais;Não;Promovido fase
2024;RA-546;3;3B;Aluno-546;13;Feminino;2021;Pública;Quartzo;5,7;4;5,8;3,8;8,1;4,7;5,5;10;5,2;0;4;10;Fase 3 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-536;3;3B;Aluno-536;11;Feminino;2021;Pública;Ametista;7,8;4;8,3;9,1;8,1;5,5;7,4;10;7,2;6,5;4,5;5,5;Fase 2 ;1;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-542;3;3F;Aluno-542;13;Feminino;2021;Pública;Agata;6,7;5;8,8;6,5;8,1;3,9;6,2;10;7;1,5;5;5,3;Fase 3 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-559;3;3F;Aluno-559;13;Masculino;2021;Pública;Agata;6,2;5;10;5,7;8,1;3,2;4,7;10;6,2;1;2,5;6;Fase 3 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-568;3;3F;Aluno-568;16;Masculino;2021;Pública;Quartzo;5,5;5;7,9;3,3;8,1;5,2;5,5;5;6,6;5;5,5;5;Fase 5 ;-2;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-503;3;3D;Aluno-503;12;Masculino;2021;Pública;Topázio;8,5;4;9,6;9,8;7,5;7,7;7,8;10;7,8;6;8;9;Fase 2 ;1;Boa entrega;Boas notas;Boa integração;Não;Promovido com bolsa
2024;RA-500;3;3D;Aluno-500;12;Feminino;2021;Privada - Programa de Apadrinhamento;Topázio;8,1;4;9,6;10;2,5;6,7;8,4;10;8,6;6;6;8;Fase 3 ;0;Boa entrega;Empenhar mais;Boa integração;Sim;Promovido fase
2024;RA-509;3;3D;Aluno-509;13;Feminino;2021;Pública;Agata;6,9;4;9,2;6,4;2,5;6;7,2;10;8,3;6;4,5;7,5;Fase 3 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-340;3;3D;Aluno-340;13;Masculino;2021;Pública;Agata;6,7;4;7,9;6,6;7,5;5,2;5,8;10;6,6;6;7;2,5;Fase 3 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-360;3;3C;Aluno-360;14;Feminino;2021;Pública;Agata;6,3;3;8,3;5,6;5;5,8;7;5;7,7;4;6;7,5;Fase 4 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-493;3;3B;Aluno-493;11;Feminino;2021;Pública;Ametista;7,5;4;10;8,9;10;3,2;6,7;10;7;3;4;2,5;Fase 2 ;1;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-534;3;3C;Aluno-534;14;Masculino;2021;Pública;Ametista;7,1;3;9,6;6;7,5;5;7,1;10;7,5;4;4;7;Fase 3 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-528;3;3C;Aluno-528;13;Masculino;2021;Pública;Ametista;7,3;3;9,2;5,8;7,5;6,7;6,9;10;7,3;8,5;4,5;7;Fase 3 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-578;3;3C;Aluno-578;12;Masculino;2021;Privada - Programa de Apadrinhamento;Topázio;9,1;3;10;10;2,5;9,8;9,4;10;9,6;10;9,5;10;Fase 2 ;1;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2024;RA-524;3;3C;Aluno-524;13;Masculino;2021;Pública;Ametista;7;3;7,1;5,1;2,5;8,7;7,4;10;8,3;8,5;7,5;10;Fase 3 ;0;Melhorar entrega;Boas notas;Integra-se mais;Não;Promovido fase
2024;RA-530;3;3C;Aluno-530;12;Masculino;2021;Pública;Ametista;7,2;3;8,8;6,5;9,4;4,5;7,5;10;7,1;4;6;3,5;Fase 3 ;0;Melhorar entrega;Empenhar mais;Boa integração;Não;Promovido fase
2024;RA-517;3;3C;Aluno-517;14;Feminino;2021;Pública;Quartzo;5,9;3;7,5;5,3;2,5;5;6,1;10;6;4,5;4;6,5;Fase 3 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-479;3;3C;Aluno-479;12;Masculino;2021;Privada - Programa de Apadrinhamento;Topázio;8,9;3;9,2;9,9;2,5;9,7;9,4;10;9,4;10;9;10;Fase 2 ;1;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2024;RA-513;3;3B;Aluno-513;11;Masculino;2021;Privada;Topázio;8,7;4;10;8,8;8,1;7,7;8,5;10;9,1;9;5,5;8,5;Fase 2 ;1;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2024;RA-331;3;3B;Aluno-331;14;Feminino;2021;Pública;Agata;6,2;4;8,8;7,7;8,8;3,5;5,6;5;6,1;4;3,5;3;Fase 4 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-516;3;3C;Aluno-516;11;Masculino;2021;Privada - Programa de Apadrinhamento;Topázio;8,4;3;10;10;2,5;8,8;7,6;10;8,5;8;8,5;10;Fase 2 ;1;Boa entrega;Boas notas;Boa integração;Não;Promovido com bolsa
2024;RA-714;2;2H;Aluno-714;13;Masculino;2021;Pública;Quartzo;5,5;4;4,0;6,9;6,3;4;7;5;7,7;8;0;4;Fase 3 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-713;2;2H;Aluno-713;11;Masculino;2021;Pública;Ametista;7,5;4;8;7,5;7,5;6,8;6,8;10;7;6;7,5;6,9;Fase 2 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-570;2;2H;Aluno-570;12;Feminino;2021;Pública;Agata;6,8;4;8;8;5,6;6,8;6,4;5;7,2;6;7,5;6,9;Fase 3 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-768;1;1N;Aluno-768;12;Feminino;2021;Pública;Ametista;7;2;9;8;6,3;5,5;7,5;5;8,1;6;5;5,5;Fase 2 ;-1;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2024;RA-763;1;1N;Aluno-763;11;Feminino;2021;Pública;Agata;7;2;9;8,9;6,3;5,2;6,8;5;7,7;6,5;4;5,1;Fase 2 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-767;1;1L;Aluno-767;12;Masculino;2021;Pública;Topázio;8,1;2;9,5;9;7,5;8,2;8,1;5;8,5;8,5;8;8,1;Fase 3 ;-2;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2024;RA-601;1;1K;Aluno-601;10;Masculino;2021;Pública;Topázio;8,5;2;9,5;10;7,5;8,8;8,4;5;8,8;9,5;8;8,9;Fase 2 ;-1;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2024;RA-748;1;1K;Aluno-748;11;Masculino;2021;Pública;Topázio;8,2;2;9,5;10;7,5;7,8;8;5;8,8;7,5;8;7,9;Fase 2 ;-1;Boa entrega;Boas notas;Boa integração;Não;Promovido com bolsa
2024;RA-719;1;1J;Aluno-719;12;Masculino;2021;Pública;Ametista;7,1;4;10;7,3;7,5;6,5;6,7;5;7,5;5;8;6,5;Fase 2 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-672;1;1H;Aluno-672;11;Feminino;2021;Pública;Quartzo;4,2;3;7,9;4;6,3;0;4,5;5;6;0;0;0;Fase 2 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2024;RA-750;1;1B;Aluno-750;12;Masculino;2021;Pública;Quartzo;4,5;3;6,2;5,9;4,4;3,8;3,2;5;4,1;0,5;7;3,9;Fase 3 ;-2;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2024;RA-810;1;1P;Aluno-810;10;Masculino;2021;Pública;Ametista;7,7;4;7,5;9,5;5,6;9;7,8;5;6,5;8;10;9;Fase 2 ;-1;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2023;RA-1274;8;8E;Aluno-1274;12;Feminino;2021;Privada - Pagamento por *Empresa Parceira;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2023;RA-1271;8;8E;Aluno-1271;18;Feminino;2021;Privada *Parcerias com Bolsa 100%;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2023;RA-25;8;8E;Aluno-25;18;Feminino;2021;Privada *Parcerias com Bolsa 100%;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2023;RA-1270;8;8E;Aluno-1270;19;Feminino;2021;Privada *Parcerias com Bolsa 100%;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2023;RA-1269;8;8E;Aluno-1269;18;Feminino;2021;Privada - Pagamento por *Empresa Parceira;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2023;RA-88;8;8E;Aluno-88;18;Masculino;2021;Privada - Pagamento por *Empresa Parceira;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2023;RA-23;8;8E;Aluno-23;12;Masculino;2021;Privada *Parcerias com Bolsa 100%;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5;6,2;6,4;6,6;Fase 7 ;1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2023;RA-6;8;8E;Aluno-6;12;Feminino;2021;Privada - Pagamento por *Empresa Parceira;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2023;RA-1268;8;8D;Aluno-1268;19;Masculino;2021;Privada *Parcerias com Bolsa 100%;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2023;RA-1272;8;8E;Aluno-1272;12;Feminino;2021;Privada *Parcerias com Bolsa 100%;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2024;RA-805;1;1R;Aluno-805;10;Masculino;2021;Pública;Agata;6,9;4;8,5;9,5;4,4;6;6,7;5;7;7;5;6;Fase 2 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-680;2;2A;Aluno-680;12;Feminino;2021;Pública;Quartzo;5;3;3,0;6,6;5,6;3;6,6;5;6,7;2,5;3,5;3;Fase 3 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2024;RA-698;2;2A;Aluno-698;10;Masculino;2021;Pública;Ametista;7,3;3;9;8,3;6,9;4,5;7,3;10;7,3;3;6;4,5;Fase 2 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-712;2;2H;Aluno-712;13;Masculino;2021;Pública;Agata;6,2;4;7,5;6;5,6;6,8;6;5;6,6;7;6,5;6,9;Fase 3 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-735;2;2H;Aluno-735;12;Feminino;2021;Pública;Ametista;7,8;4;8;9,8;6,3;8;7,7;5;7,7;8;8;8;Fase 3 ;-1;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2024;RA-721;2;2G;Aluno-721;10;Feminino;2021;Pública;Topázio;8,9;4;9;9,5;8,1;8,2;8,8;10;8,8;9;7,5;8,1;Fase 2 ;0;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2024;RA-707;2;2G;Aluno-707;12;Feminino;2021;Pública;Agata;6,5;4;7,9;7,7;4,4;6,5;6,4;5;6,4;7;6;6,5;Fase 3 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-706;2;2G;Aluno-706;11;Feminino;2021;Pública;Quartzo;5,9;4;3,2;7,1;6,3;3,2;7;10;7,7;3;3,5;3,1;Fase 2 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-731;2;2G;Aluno-731;12;Feminino;2021;Pública;Quartzo;4,8;4;9,5;4,2;4,4;2,5;4,8;5;5,8;0;5;2,5;Fase 3 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2024;RA-571;2;2G;Aluno-571;13;Feminino;2021;Pública;Agata;6,3;4;7;8,7;4,4;5,2;5,8;5;7;5;5,5;5,1;Fase 3 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-549;2;2G;Aluno-549;12;Masculino;2021;Pública;Agata;6,5;4;10;7,2;6,3;5,8;5,9;5;6,4;5;6,5;5,9;Fase 3 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-710;2;2G;Aluno-710;12;Masculino;2021;Pública;Ametista;7;4;9,2;8,2;5,6;6,8;6,5;5;7,7;8;5,5;6,9;Fase 3 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-502;2;2D;Aluno-502;10;Feminino;2021;Privada - Programa de Apadrinhamento;Topázio;8,5;3;9;9,8;3,8;8;8,8;10;9,1;6;10;8;Fase 2 ;0;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2024;RA-501;2;2D;Aluno-501;11;Masculino;2021;Privada;Topázio;8,3;3;7;8;7,5;8,8;8,2;10;8,4;8,5;9;8,9;Fase 2 ;0;Boa entrega;Boas notas;Boa integração;Não;Promovido com bolsa
2024;RA-522;2;2D;Aluno-522;11;Masculino;2021;Pública;Topázio;8,7;3;8;9,5;7,5;9;7,9;10;8,4;9,5;8,5;9;Fase 2 ;0;Boa entrega;Boas notas;Boa integração;Não;Promovido com bolsa
2024;RA-499;2;2C;Aluno-499;12;Masculino;2021;Pública;Ametista;7,6;3;8,5;9;7,5;4,8;7,5;10;7,2;2;7,5;4,9;Fase 2 ;0;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2024;RA-480;2;2C;Aluno-480;12;Feminino;2021;Pública;Ametista;7,3;3;6,2;8,1;7,5;5;7,4;10;7,8;2,5;7,5;5;Fase 2 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-696;2;2B;Aluno-696;10;Feminino;2021;Pública;Ametista;7,5;3;7,4;7,8;7,5;5,2;8;10;7,7;5;5,5;5,1;Fase 2 ;0;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2024;RA-497;2;2B;Aluno-497;15;Feminino;2021;Privada - Programa de apadrinhamento;Quartzo;4,5;3;7,5;6,1;5,6;1;3,5;5;5,6;0;2;1;Fase 3 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2024;RA-483;2;2B;Aluno-483;13;Feminino;2021;Pública;Agata;6,6;3;8,5;5,6;6,3;5,2;8,1;5;8,1;2;8,5;5,1;Fase 3 ;-1;Melhorar entrega;Empenhar mais;Boa integração;Não;Manter atual com bolsa
2024;RA-529;2;2A;Aluno-529;14;Masculino;2021;Pública;Quartzo;5,3;3;7;6,6;4,4;4,2;4,9;5;4,8;2,5;6;4,1;Fase 3 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2024;RA-1453;2;2A;Aluno-1453;12;Feminino;2021;Pública;Ametista;7,1;3;8,5;7,8;6,2;6,5;7,7;5;7,5;4,5;8,5;6,5;Fase 3 ;-1;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2024;RA-555;3;3F;Aluno-555;14;Masculino;2021;Pública;Quartzo;5,1;5;10;2,8;6,9;4,3;5;5;5;5;4;4;Fase 4 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2024;RA-381;3;3G;Aluno-381;15;Masculino;2021;Pública;Quartzo;5,9;4;8,3;6,1;7,5;3,7;6,1;5;6,7;2,5;4,5;4;Fase 5 ;-2;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-364;3;3G;Aluno-364;13;Masculino;2021;Pública;Topázio;8,3;4;8,8;9,5;7,5;7,5;7,2;10;8;8;5;9,5;Fase 3 ;0;Boa entrega;Boas notas;Integra-se mais;Não;Promovido com bolsa
2024;RA-573;3;3G;Aluno-573;13;Masculino;2021;Pública;Ametista;7,8;4;9,2;9,5;8,8;5;6,8;10;7,8;6;3,5;5,5;Fase 3 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-359;4;4C;Aluno-359;14;Feminino;2021;Pública;Ametista;7,5;3;9,2;7,2;6,3;5,5;8,3;10;7,5;4;4,5;8;Fase 3 ;1;Melhorar entrega;Empenhar mais;Boa integração;Não;Promovido fase
2024;RA-187;4;4C;Aluno-187;14;Feminino;2021;Privada - Programa de Apadrinhamento;Topázio;8,6;3;8,8;9,5;5,6;7,8;9,1;10;8,4;7,5;7;9;Fase 4 ;0;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2024;RA-342;4;4C;Aluno-342;16;Feminino;2021;Pública;Agata;6,8;3;8,8;7,7;6,3;4,5;7,7;5;7,7;6,5;7;0;Fase 5 ;-1;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2024;RA-204;4;4B;Aluno-204;15;Feminino;2021;Pública;Ametista;7,8;4;9,2;6,8;6,3;7,5;8,6;10;7,1;5;7,5;10;Fase 4 ;0;Melhorar entrega;Boas notas;Boa integração;Sim;Promovido fase
2024;RA-247;4;4B;Aluno-247;14;Feminino;2021;Pública;Agata;6,6;4;4,3;8,3;6,3;4,3;8,6;10;7,8;0;5;8;Fase 4 ;0;Boa entrega;Empenhar mais;Boa integração;Sim;Manter atual com bolsa
2024;RA-356;4;4B;Aluno-356;14;Masculino;2021;Pública;Agata;6,6;4;8,3;6,7;5,6;5,3;6,5;10;5,2;1;7;8;Fase 3 ;1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-367;4;4B;Aluno-367;13;Feminino;2021;Pública;Ametista;7,2;4;9,2;7,3;6,3;5;7,6;10;6,9;2;5,5;7,5;Fase 3 ;1;Melhorar entrega;Empenhar mais;Boa integração;Não;Promovido fase
2024;RA-352;4;4B;Aluno-352;13;Masculino;2021;Pública;Quartzo;6;4;8,3;4,5;6,3;3,2;6,8;10;6,4;2;5,5;2;Fase 3 ;1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-249;4;4F;Aluno-249;16;Masculino;2021;Pública;Agata;6,1;5;7,1;6,6;5;5;7,1;5;6,8;1;8;6;Fase 6 ;-2;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-338;4;4B;Aluno-338;14;Masculino;2021;Pública;Topázio;8,1;4;9,2;7,4;7,5;6,8;8,8;10;7,6;5;8;7,5;Fase 4 ;0;Melhorar entrega;Empenhar mais;Boa integração;Sim;Promovido fase
2024;RA-347;4;4A;Aluno-347;14;Feminino;2021;Pública;Topázio;8,4;5;8,8;9,7;6,9;7,7;7,8;10;8;6,5;7,5;9;Fase 3 ;1;Boa entrega;Boas notas;Boa integração;Não;Promovido com bolsa
2024;RA-336;4;4A;Aluno-336;15;Masculino;2021;Pública;Agata;6,8;5;7,5;5,5;6,3;5,8;7,2;10;7,5;6;6,5;5;Fase 4 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-1153;4;4A;Aluno-1153;15;Feminino;2021;Privada - Programa de Apadrinhamento;Topázio;8,3;5;8,8;9,7;5,6;8,5;9,1;5;8,8;8;8,5;9;Fase 5 ;-1;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2024;RA-332;4;4A;Aluno-332;15;Masculino;2021;Privada - Programa de Apadrinhamento;Topázio;8,4;5;9,6;7,6;9,4;7;8,7;10;8,6;7;7;7;Fase 3 ;1;Boa entrega;Empenhar mais;Boa integração;Sim;Promovido com bolsa
2024;RA-339;4;4A;Aluno-339;13;Feminino;2021;Pública;Ametista;7,7;5;7,5;7,2;5,6;8,2;7,7;10;8;8;7;9,5;Fase 3 ;1;Melhorar entrega;Boas notas;Boa integração;Não;Promovido fase
2024;RA-620;3;3U;Aluno-620;14;Masculino;2021;Pública;Quartzo;5,8;3;8,3;4;7,5;2,5;5,9;10;7,1;3,5;2,5;1,5;Fase 3 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-616;3;3U;Aluno-616;14;Masculino;2021;Pública;Quartzo;5,5;3;7,5;3,1;6,9;3,8;4,9;10;6,5;3;3,5;5;Fase 3 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-614;3;3U;Aluno-614;14;Masculino;2021;Pública;Ametista;7,8;3;9,6;9,7;7,5;6,8;7,6;5;7,9;8;4,5;8;Fase 4 ;-1;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2024;RA-397;4;4A;Aluno-397;16;Feminino;2021;Pública;Agata;6,8;5;7,9;7,9;5,6;5,7;7,4;5;7,6;5;4,5;7,5;Fase 6 ;-2;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-239;4;4F;Aluno-239;17;Feminino;2021;Pública;Agata;6,8;5;8,8;6,4;5,6;6,7;8,5;2,5;7,9;4;10;6;Fase 7 ;-3;Melhorar entrega;Empenhar mais;Boa integração;Sim;Promovido fase
2024;RA-382;4;4F;Aluno-382;16;Masculino;2021;Pública;Quartzo;5,8;5;9,2;6,3;5,6;3;6,4;5;6,8;2;3;4;Fase 5 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-383;4;4F;Aluno-383;13;Masculino;2021;Pública;Topázio;8;5;9,2;8,6;7,5;5,8;8,5;10;7,9;1;8;8,5;Fase 3 ;1;Boa entrega;Empenhar mais;Boa integração;Sim;Promovido fase
2024;RA-420;4;4M;Aluno-420;13;Feminino;2021;Privada - Programa de Apadrinhamento;Ametista;7,5;4;8,3;9,6;6,3;4;8;10;7,8;3;4,5;4,5;Fase 3 ;1;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2024;RA-419;4;4M;Aluno-419;14;Feminino;2021;Privada - Programa de Apadrinhamento;Topázio;8,4;4;7,1;9,4;6,3;8,2;8,5;10;8;6,5;8;10;Fase 3 ;1;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2024;RA-418;4;4M;Aluno-418;12;Feminino;2021;Privada - Programa de Apadrinhamento;Topázio;9,1;4;8,8;10;7,5;9,3;9;10;8,2;9,5;8,5;10;Fase 3 ;1;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2024;RA-303;4;4M;Aluno-303;16;Masculino;2021;Pública;Agata;6,2;4;8,8;4;7,5;5,7;7,5;5;6,9;5;5;7;Fase 6 ;-2;Melhorar entrega;Empenhar mais;Boa integração;Não;Manter atual com bolsa
2024;RA-416;4;4M;Aluno-416;14;Masculino;2021;Privada - Programa de Apadrinhamento;Topázio;8,7;4;8,8;9;7,5;8;9,1;10;8,5;8;7,5;8,5;Fase 3 ;1;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2024;RA-471;4;4M;Aluno-471;14;Feminino;2021;Pública;Agata;6,6;4;5,5;7;7,5;5,5;8;10;7,7;4;5,5;7;Fase 4 ;0;Melhorar entrega;Empenhar mais;Boa integração;Não;Manter atual com bolsa
2024;RA-402;4;4M;Aluno-402;14;Feminino;2021;Pública;Quartzo;5,7;4;7,5;3,1;6,3;4,2;6,1;10;6,4;3;3,5;6;Fase 4 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-301;4;4M;Aluno-301;15;Feminino;2021;Pública;Topázio;8,4;4;9,2;7,5;7,5;9;8,2;10;8;10;9;8;Fase 4 ;0;Boa entrega;Boas notas;Boa integração;Não;Promovido com bolsa
2024;RA-412;4;4M;Aluno-412;14;Feminino;2021;Pública;Topázio;8;4;8,3;8,5;6,3;7,3;8,1;10;8;8;6;8;Fase 4 ;0;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2024;RA-411;4;4M;Aluno-411;14;Feminino;2021;Privada;Ametista;7,3;4;7,1;9,1;5,6;4,8;7,4;10;7,3;3,5;7;4;Fase 4 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-470;4;4L;Aluno-470;15;Feminino;2021;Pública;Agata;7;4;9,6;8;7,5;3,3;6,5;10;7;3,5;4;2,5;Fase 4 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-432;4;4L;Aluno-432;16;Feminino;2021;Pública;Ametista;7,2;4;7,5;10;6,3;5,5;7,3;5;7,3;5;6;5,5;Fase 5 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-450;4;4L;Aluno-450;15;Masculino;2021;Pública;Ametista;7,5;4;8,8;9;5,6;7,5;7,6;5;7,8;8;8,5;6;Fase 5 ;-1;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2024;RA-377;4;4F;Aluno-377;14;Feminino;2021;Pública;Ametista;7,5;5;9,2;7,7;7,5;5,2;7,6;10;7,1;4;6,5;5;Fase 4 ;0;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2024;RA-262;4;4F;Aluno-262;17;Masculino;2021;Privada;Quartzo;5,8;5;7,9;4,9;7,5;4,2;6,3;5;7;1;4,5;7;Fase 6 ;-2;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
